"NODC","RACE","NORPAC","NAME","IDLEVEL","MSVPA_PRED","MSVPA_PREY","ECOPATH_PRED","ECOPATH_PREY","GOAPOLL_PRED","GOAPOLL_PREY","BSIERP_PRED","BSIERP_PREY"
6162010000,62001,1,"Arcturidae (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6162010200,62005,1,"Arcturus sp.",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6162010202,62003,1,"Arcturus longispinus (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6162020000,62012,1,"Idoteidae (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6162020200,0,1,"Synidotea sp. (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6162020303,0,1,"Synidotea fewkosi (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6.163e+09,0,1,"Asellota (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6163060800,0,1,"Caecijaera sp. (isopoda)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6.164e+09,0,1,"Microcerberidea",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6.167e+09,0,1,"Phreatoicidea (Isopod suborder)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6.168e+09,60100,1,"Amphipoda (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6168150000,0,1,"Corophiidea (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6.169e+09,0,1,"Gammaridea (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169000099,0,1,"Type a gammarid amphipod ( *** temp. num ***)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169010000,0,1,"Acanthonotozomatidae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169020000,0,1,"Ampeliscidae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169020100,60102,1,"Ampelisca sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169020101,60150,1,"Ampelisca macrocephala (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169020200,0,1,"Byblis sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169020201,0,1,"Byblis crassicornis (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169020202,0,1,"Byblis gaimardi (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169020207,0,1,"Byblis longicornis (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169020208,0,1,"Byblis abyssi (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169020209,0,1,"Byblis erythrops (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169090105,0,1,"Atylus collingi (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169150000,0,1,"Corophiidae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169150300,0,1,"Ericthonius sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169150500,0,1,"Neohela sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169200000,0,1,"Eusiridae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169200300,0,1,"Cleonardopsis sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169200500,0,1,"Eusirella sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169200501,0,1,"Eusiriella multicalcaeola (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169201200,0,1,"Pontogeneia sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169201300,60111,1,"Rhachotropis sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169201307,60112,1,"Rhachotropis oculata (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169210000,60110,1,"Gammaridae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169210800,0,1,"Maera sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169210802,0,1,"Maera loveni (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169211000,60132,1,"Melita sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169211401,0,1,"Weyprechtia heugleni (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169220000,0,1,"Haustoriidae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169220102,0,1,"Eohaustorius eous (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169220200,0,1,"Pontoporeia sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169260000,0,1,"Isaeidae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169260200,0,1,"Photis sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169260300,0,1,"Protomedeia sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169260303,0,1,"Protomedeia grandimana (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169260400,0,1,"Gammaropsis sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169260404,0,1,"Gammaropsis nitida (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169260500,0,1,"Podoceropsis sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169260501,0,1,"Podoceropsis nitida (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6188030106,68040,1,"Cancer oregonensis (pygmy Cancer crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6189020000,0,1,"Xanthida (mud crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6189060000,0,1,"Pinnotheridae (pea crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6189060400,0,1,"Pinnixa sp. (pea crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6.2e+09,0,1,"Insecta (insect)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. CRAB",NA,"MISC. CRAB"
6505080000,0,1,"Chironomidae (midge)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. CRAB",NA,"MISC. CRAB"
7.2e+09,0,1,"Sipuncula (marine worm)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
7200020102,94001,1,"Golfingia margaritacea (sipunculid)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
7200040100,0,1,"Phascolosoma sp. (marine worm)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
7.3e+09,94500,1,"Echiura (marine worm)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
7.301e+09,0,1,"Echiuroidea (marine worm)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
7301020000,0,1,"Echiuridae (marine worm)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
7301020100,0,1,"Arhynchite sp.",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
7301020200,0,1,"Echiurus sp. (marine worm)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
7301020201,0,1,"Echiurus echiurus (marine worm)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
7.4e+09,93100,1,"Priapulida (worm)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
7.8e+09,0,1,"Ectoprocta (bryozoan)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
7.814e+09,0,1,"Cheilostomata (bryozoan)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
8e+09,97000,1,"Brachiopoda (brachiopod)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
8.1e+09,0,1,"Echinodermata (sea star, cucumber, urchin)",0,NA,"MISC. PREY","Gen. Echinoderm","Gen. Echinoderm",NA,"INFAUNA",NA,"INFAUNA"
8.104e+09,80000,1,"Asteroidea (starfish)",0,NA,"MISC. PREY","Sea Star","Sea Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8107020101,81780,1,"Ctenodiscus crispatus (mud sea star)",0,NA,"MISC. PREY","Sea Star","Sea Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8117030000,80159,1,"Asteriidae (starfish)",0,NA,"MISC. PREY","Sea Star","Sea Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8.12e+09,0,1,"Ophiuroidea (basket  brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8.125e+09,0,1,"Euryalina (basket star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8125030202,83020,1,"Gorgoncephalus eucnemis",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8.126e+09,0,1,"Ophiurida (brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8.127e+09,0,1,"Chilophiurina (brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8127010000,83010,1,"Ophiuridae (brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8127010102,0,1,"Amphiophiura megapoma (brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8127010600,83310,1,"Ophiura sp. (brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8127010606,0,1,"Ophiura leptoctenia (brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8127010608,83313,1,"Ophiura maculata (brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8127010610,83320,1,"Ophiura sarsi (brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8127030000,0,1,"Ophiocomidae (brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8128010111,NA,1,"Ophiopthalmus normani (brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8129020101,83400,1,"Ophiopholis aculeata (ubiquitous brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8129030000,83660,1,"Amphiuridae (brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8129030101,0,1,"Amphiodia euryaspis (brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8129030200,0,1,"Amphipholis sp. (brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8129030201,0,1,"Amphipholis pugetana (brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8129030202,0,1,"Amphipholis squamata (brittle star)",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA"
8.135e+09,0,1,"Echinozoa",0,NA,"MISC. PREY","Urchins dollars cucumbers","Urchins dollars cucumbers",NA,"EPIFAUNA",NA,"EPIFAUNA"
8.136e+09,0,1,"Echinoidea (sea urchin and sand dollar)",0,NA,"MISC. PREY","Urchins dollars cucumbers","Urchins dollars cucumbers",NA,"EPIFAUNA",NA,"EPIFAUNA"
8.144e+09,82500,1,"Echinacea  (sea urchin)",0,NA,"MISC. PREY","Urchins dollars cucumbers","Urchins dollars cucumbers",NA,"EPIFAUNA",NA,"EPIFAUNA"
8149030200,0,1,"Strongylocentrotus sp. (sea urchin)",0,NA,"MISC. PREY","Urchins dollars cucumbers","Urchins dollars cucumbers",NA,"EPIFAUNA",NA,"EPIFAUNA"
8.152e+09,0,1,"Clypeasteroida (sand dollar)",0,NA,"MISC. PREY","Urchins dollars cucumbers","Urchins dollars cucumbers",NA,"EPIFAUNA",NA,"EPIFAUNA"
8.153e+09,0,1,"Clypeasterina (sand dollar)",0,NA,"MISC. PREY","Urchins dollars cucumbers","Urchins dollars cucumbers",NA,"EPIFAUNA",NA,"EPIFAUNA"
8153010000,0,1,"Clypeasteridae (sand dollar)",0,NA,"MISC. PREY","Urchins dollars cucumbers","Urchins dollars cucumbers",NA,"EPIFAUNA",NA,"EPIFAUNA"
8153060000,0,1,"Sand dollar",0,NA,"MISC. PREY","Urchins dollars cucumbers","Urchins dollars cucumbers",NA,"EPIFAUNA",NA,"EPIFAUNA"
8.17e+09,85000,1,"Holothuroidea (sea cucumber)",0,NA,"MISC. PREY","Urchins dollars cucumbers","Urchins dollars cucumbers",NA,"EPIFAUNA",NA,"EPIFAUNA"
8172030200,85210,1,"Psolus sp. (sea cucmber)",0,NA,"MISC. PREY","Urchins dollars cucumbers","Urchins dollars cucumbers",NA,"EPIFAUNA",NA,"EPIFAUNA"
8172060000,0,1,"Cucumariidae (sea cucumber)",0,NA,"MISC. PREY","Urchins dollars cucumbers","Urchins dollars cucumbers",NA,"EPIFAUNA",NA,"EPIFAUNA"
8172060300,85170,1,"Pentamera sp.",0,NA,"MISC. PREY","Urchins dollars cucumbers","Urchins dollars cucumbers",NA,"EPIFAUNA",NA,"EPIFAUNA"
8.185e+09,0,1,"Crinozoa",0,NA,"MISC. PREY","Chaeteg etc.","Chaeteg etc.",NA,"EPIFAUNA",NA,"Chaeteg"
8.2e+09,0,1,"Hemichordata (acorn worm)",0,NA,"MISC. PREY","Chaeteg etc.","Chaeteg etc.",NA,"EPIFAUNA",NA,"Chaeteg"
8.201e+09,0,1,"Enteropneusta (acorn worm)",0,NA,"MISC. PREY","Chaeteg etc.","Chaeteg etc.",NA,"EPIFAUNA",NA,"Chaeteg"
8.3e+09,93156,1,"Chaetognatha (arrow worm)",0,NA,"MISC. PREY","Chaeteg etc.","Chaeteg etc.",NA,"EPIFAUNA",NA,"Chaeteg"
8300000300,0,1,"Sagitta sp. (arrow worm)",0,NA,"MISC. PREY","Chaeteg etc.","Chaeteg etc.",NA,"EPIFAUNA",NA,"Chaeteg"
8.4e+09,0,1,"Urochordata (tunicate)",0,NA,"MISC. PREY","Benth. Urochordata","Benth. Urochordata",NA,"EPIFAUNA",NA,"EPIFAUNA"
8.401e+09,98000,1,"Ascidiacea (sea squirt)",0,NA,"MISC. PREY","Benth. Urochordata","Benth. Urochordata",NA,"EPIFAUNA",NA,"EPIFAUNA"
8404050100,0,1,"Ascidia sp. (tunicate)",0,NA,"MISC. PREY","Benth. Urochordata","Benth. Urochordata",NA,"EPIFAUNA",NA,"EPIFAUNA"
8406010503,0,1,"Styela rustica (sea potato)",0,NA,"MISC. PREY","Benth. Urochordata","Benth. Urochordata",NA,"EPIFAUNA",NA,"EPIFAUNA"
8406020200,98100,1,"Boltenia sp. (sea onion)",0,NA,"MISC. PREY","Benth. Urochordata","Benth. Urochordata",NA,"EPIFAUNA",NA,"EPIFAUNA"
8406020202,98102,1,"Boltenia echinata (sea onion)",0,NA,"MISC. PREY","Benth. Urochordata","Benth. Urochordata",NA,"EPIFAUNA",NA,"EPIFAUNA"
8.407e+09,0,1,"Thaliacea (pelagic salp)",0,NA,"MISC. PREY","Pel. Gel. Filter Feeder","Pel. Gel. Filter Feeder",NA,"GELATINOUS",NA,"GELATINOUS"
8408010100,98083,1,"Pyrosoma sp. (colonial pelagic salp)",0,NA,"MISC. PREY","Pel. Gel. Filter Feeder","Pel. Gel. Filter Feeder",NA,"GELATINOUS",NA,"GELATINOUS"
8411010300,0,1,"Salpa sp. (pelagic salp)",0,NA,"MISC. PREY","Pel. Gel. Filter Feeder","Pel. Gel. Filter Feeder",NA,"GELATINOUS",NA,"GELATINOUS"
8.413e+09,0,1,"Copelata (larvacea)",0,NA,"MISC. PREY","Pel. Gel. Filter Feeder","Pel. Gel. Filter Feeder",NA,"GELATINOUS",NA,"GELATINOUS"
8413010000,0,1,"Oikopleuridae",0,NA,"MISC. PREY","Pel. Gel. Filter Feeder","Pel. Gel. Filter Feeder",NA,"GELATINOUS",NA,"GELATINOUS"
8413010100,0,1,"Oikopleura sp.",0,NA,"MISC. PREY","Pel. Gel. Filter Feeder","Pel. Gel. Filter Feeder",NA,"GELATINOUS",NA,"GELATINOUS"
8413020000,0,1,"Fritillariidae",0,NA,"MISC. PREY","Pel. Gel. Filter Feeder","Pel. Gel. Filter Feeder",NA,"GELATINOUS",NA,"GELATINOUS"
8599999999,0,1,"Misc. fish",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH"
8603010200,0,1,"Lampetra sp. (lamprey)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH"
8603010202,0,1,"Lampetra ayresi (river lamprey)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH"
8603010211,21,79,"Lampetra tridentata (Pacific lamprey)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH"
8606010100,109,1,"Eptatretus sp.",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH"
8606010102,120,1,"Eptatretus stouti (Pacific hagfish)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH"
8.7e+09,0,1,"Gnathostomata",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH"
8.701e+09,151,1,"Chondrichthyes",0,NA,"MISC. PREY","Gen. Shark Skate","Gen. Shark Skate",NA,"SHARKS",NA,"ROUNDFISH"
8710010101,320,62,"Somniosus pacificus (Pacific sleeper shark)",0,NA,"MISC. PREY","Sleeper Shark","Sleeper Shark",NA,"SHARKS",NA,"ROUNDFISH"
8710010201,310,66,"Squalus acanthias (spiny dogfish)",0,NA,"MISC. PREY","Dogfish","Dogfish",NA,"SHARKS",NA,"ROUNDFISH"
8713040000,400,1,"Rajidae (skate)",0,NA,"MISC. PREY","Unid Rajidae","Unid Rajidae",NA,"SKATES",NA,"ROUNDFISH"
8713040102,472,85,"Bathyraja aleutica (Aleutian skate)",0,NA,"MISC. PREY","Aleutian Skate","Aleutian Skate","Aleutian Skate","SKATES",NA,"ROUNDFISH"
8713040103,420,94,"Bathyraja binoculata (big skate)",0,NA,"MISC. PREY","Big Skate","Big Skate","BIG SKATE","SKATES",NA,"ROUNDFISH"
8713040105,435,97,"Bathyraja interrupta (Bering skate)",0,NA,"MISC. PREY","Bering Skate","Bering Skate","Bering Skate","SKATES",NA,"ROUNDFISH"
8713040107,471,88,"Bathyraja parmifera (Alaska skate)",0,NA,"MISC. PREY","AK Skate","AK Skate","AK SKATE","SKATES",NA,"ROUNDFISH"
8713040800,405,159,"Bathyraja sp. (skate)",0,NA,"MISC. PREY","Unid Bathyraja","Unid Bathyraja",NA,"SKATES",NA,"ROUNDFISH"
8713040810,460,89,"Bathyraja trachura (black skate)",0,NA,"MISC. PREY","Black Skate","Black Skate","Black Skate","SKATES",NA,"ROUNDFISH"
8713040896,475,1,"Bathyraja lindbergi (commander skate)",0,NA,"MISC. PREY","Commander Skate","Commander Skate","Commander Skate","SKATES",NA,"ROUNDFISH"
8713040898,455,1,"Bathyraja tarantetzi (mud skate)",0,NA,"MISC. PREY","Mud Skate","Mud Skate","Mud Skate","SKATES",NA,"ROUNDFISH"
8713040899,480,164,"Bathyraja maculata (white blotched skate)",0,NA,"MISC. PREY","WhtBlotch Skate","WhtBlotch Skate","WhtBlotch Skate","SKATES",NA,"ROUNDFISH"
8716020101,710,99,"Hydrolagus colliei (ratfish)",0,NA,"MISC. PREY","Ratfish","Ratfish",NA,"ROUNDFISH",NA,"ROUNDFISH"
8.717e+09,0,1,"Osteichthyes",0,NA,"MISC. PREY","Gen. Fish","Gen. Fish",NA,"ROUNDFISH",NA,"ROUNDFISH"
8.73e+09,0,1,"Holostei (fish)",0,NA,"MISC. PREY","Gen. Fish","Gen. Fish",NA,"ROUNDFISH",NA,"ROUNDFISH"
8.735e+09,0,1,"Teleostei (fish)",0,NA,"MISC. PREY","Gen. Fish","Gen. Fish",NA,"ROUNDFISH",NA,"ROUNDFISH"
8735000009,0,1,"Scavenged fish (not an NODC code- J. Drazen)",0,NA,"MISC. PREY","Gen. Fish","Gen. Fish",NA,"ROUNDFISH",NA,"ROUNDFISH"
8735010000,0,1,"Non-gadoid fish remains",0,NA,"MISC. PREY","Gen. Fish","Gen. Fish",NA,"ROUNDFISH",NA,"ROUNDFISH"
8735020000,1,1,"Fish eggs",0,NA,"MISC. PREY","Fish Eggs","Fish Eggs",NA,"ROUNDFISH",NA,"ROUNDFISH"
8741210000,22701,559,"Nemichthyidae (snipe eel)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH"
8.747e+09,0,1,"Clupeoidei",0,NA,"MISC. PREY","Gen. Clupeids","Gen. Clupeids",NA,"ROUNDFISH",NA,"ROUNDFISH"
8747010000,0,1,"Clupeidae",0,NA,"MISC. PREY","Gen. Clupeids","Gen. Clupeids",NA,"ROUNDFISH",NA,"ROUNDFISH"
8747010101,21120,606,"Alosa sapidissima (American shad)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH"
8747010201,21110,611,"Clupea pallasi (Pacific herring)",0,NA,"PACIFIC HERRING","Herring","Herring",NA,"PACIFIC HERRING","PACIFIC HERRING","PACIFIC HERRING"
8747010301,21130,614,"Sardinops sagax (Pacific sardine)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH"
8747020101,20610,618,"Engraulis mordax (northern anchovy)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH"
8.754e+09,0,1,"Salmoniformes",0,NA,"MISC. PREY","Gen. Salmoniformes","Gen. Salmoniformes",NA,"Salmon",NA,"Salmon"
8755010000,0,1,"Salmonidae (salmon, whitefish)",0,NA,"MISC. PREY","Salmon","Salmon",NA,"Salmon",NA,"Salmon"
8755010100,0,1,"Coregonus (salmonidae)",0,NA,"MISC. PREY","Salmon","Salmon",NA,"Salmon",NA,"Salmon"
8755010200,23202,1,"Oncorhynchus sp. (salmon)",0,NA,"MISC. PREY","Salmon","Salmon",NA,"Salmon",NA,"Salmon"
8755010201,23230,225,"Oncorhynchus gorbuscha (pink salmon)",0,NA,"MISC. PREY","Salmon","Salmon",NA,"Salmon",NA,"Salmon"
8755010202,23235,221,"Oncorhynchus keta (chum salmon)",0,NA,"MISC. PREY","Salmon","Salmon",NA,"Salmon",NA,"Salmon"
8755010203,23225,223,"Oncorhynchus kisutch (coho salmon)",0,NA,"MISC. PREY","Salmon","Salmon",NA,"Salmon",NA,"Salmon"
8755010205,23240,224,"Oncorhynchus nerka (sockeye salmon)",0,NA,"MISC. PREY","Salmon","Salmon",NA,"Salmon",NA,"Salmon"
8755010206,23220,222,"Oncorhynchus tshawytscha (chinook salmon)",0,NA,"MISC. PREY","Salmon","Salmon",NA,"Salmon",NA,"Salmon"
8755010302,23260,226,"Oncorhynchus mykiss (steelhead)",0,NA,"MISC. PREY","Salmon","Salmon",NA,"Salmon",NA,"Salmon"
8755030000,23000,602,"Osmeridae (smelts)",0,NA,"MISC. PREY","Gen. Smelt","Gen. Smelt",NA,"ROUNDFISH",NA,"ROUNDFISH"
